id:id,city:string,state,country:string
503,city1,state2,country2
504,city16,state6,country1
505,city5,state5,country1
506,city1,state8,country3
507,city2,state3,country3
508,city15,state2,country3
509,city3,state4,country0
510,city15,state9,country3
511,city13,state0,country3
512,city14,state5,country0
513,city9,state3,country1
514,city18,state9,country3
515,city1,state3,country4
516,city9,state4,country4
517,city6,state3,country1
518,city7,state5,country0
519,city9,state6,country4
520,city0,state7,country4
521,city12,state1,country4
522,city9,state8,country0
523,city10,state4,country2
524,city10,state5,country2
525,city0,state3,country2
526,city17,state3,country4
527,city1,state1,country1
528,city12,state1,country0
529,city10,state9,country1
530,city18,state8,country2
531,city10,state2,country1
532,city2,state0,country4
533,city8,state5,country3
534,city12,state8,country4
535,city3,state5,country1
536,city6,state7,country4
537,city10,state3,country1
538,city10,state3,country3
539,city19,state9,country0
540,city10,state5,country0
541,city4,state7,country4
542,city6,state7,country3
543,city6,state2,country0
544,city1,state1,country3
545,city11,state8,country3
546,city19,state3,country1
547,city10,state9,country0
548,city5,state7,country3
549,city2,state8,country1
550,city4,state0,country2
551,city16,state6,country3
552,city2,state8,country3
553,city8,state8,country0
554,city4,state7,country3
555,city13,state8,country1
556,city5,state3,country4
557,city8,state1,country0
558,city17,state0,country3
559,city7,state0,country2
560,city16,state9,country4
561,city10,state5,country4
562,city11,state1,country2
563,city0,state7,country3
564,city8,state4,country0
565,city13,state8,country4
566,city19,state6,country0
567,city17,state3,country0
568,city10,state2,country2
569,city10,state9,country3
570,city1,state1,country1
571,city3,state0,country4
572,city4,state8,country2
573,city10,state9,country2
574,city7,state8,country4
575,city12,state7,country1
576,city18,state1,country1
577,city17,state3,country3
578,city3,state4,country3
579,city6,state8,country2
580,city3,state4,country0
581,city13,state7,country1
582,city15,state7,country0
583,city0,state6,country0
584,city15,state8,country1
585,city18,state3,country3
586,city6,state1,country0
587,city1,state9,country2
588,city7,state1,country2
589,city4,state7,country0
590,city12,state8,country1
591,city19,state3,country1
592,city14,state3,country0
593,city3,state4,country0
594,city17,state3,country0
595,city1,state7,country4
596,city11,state0,country4
597,city10,state1,country3
598,city14,state4,country0
599,city17,state8,country0
600,city14,state6,country2
601,city15,state7,country0
602,city16,state4,country4
603,city18,state9,country1
604,city10,state5,country3
605,city9,state8,country2
606,city1,state7,country4
607,city7,state3,country4
608,city5,state9,country2
609,city1,state9,country1
610,city7,state6,country1
611,city11,state4,country1
612,city17,state6,country1
613,city10,state8,country4
614,city19,state6,country4
615,city3,state5,country0
616,city16,state1,country1
617,city6,state6,country4
618,city14,state7,country4
619,city7,state1,country3
620,city18,state2,country0
621,city15,state1,country2
622,city18,state5,country2
623,city2,state4,country4
624,city0,state7,country1
625,city2,state1,country2
626,city6,state0,country2
627,city1,state3,country4
628,city9,state2,country1
629,city3,state3,country1
630,city17,state3,country4
631,city5,state2,country4
632,city11,state2,country4
633,city3,state3,country0
634,city19,state4,country0
635,city13,state1,country3
636,city12,state5,country3
637,city15,state5,country1
638,city8,state4,country0
639,city16,state0,country3
640,city5,state5,country1
641,city10,state0,country0
642,city10,state8,country0
643,city18,state4,country0
644,city16,state9,country3
645,city13,state4,country2
646,city10,state4,country0
647,city2,state5,country4
648,city8,state0,country1
649,city18,state2,country4
650,city14,state3,country4
651,city14,state2,country4
652,city15,state6,country1
653,city0,state7,country3
654,city5,state4,country2
655,city17,state2,country3
656,city18,state7,country3
657,city1,state6,country3
658,city3,state1,country1
659,city7,state8,country4
660,city8,state3,country3
661,city6,state9,country2
662,city19,state6,country0
663,city1,state1,country4
664,city10,state0,country4
665,city5,state7,country4
666,city14,state9,country4
667,city12,state9,country2
668,city11,state4,country4
669,city17,state1,country0
670,city15,state3,country2
671,city13,state8,country1
672,city1,state3,country4
673,city18,state1,country0
674,city13,state1,country0
675,city9,state1,country3
676,city18,state5,country2
677,city16,state0,country0
678,city0,state3,country4
679,city15,state9,country4
680,city5,state9,country4
681,city2,state1,country2
682,city9,state2,country3
683,city4,state2,country4
684,city14,state1,country3
685,city5,state7,country1
686,city18,state6,country3
687,city16,state7,country1
688,city11,state6,country2
689,city11,state8,country4
690,city18,state9,country4
691,city15,state7,country3
692,city9,state9,country0
693,city0,state7,country4
694,city5,state0,country1
695,city17,state6,country3
696,city18,state5,country4
697,city5,state4,country4
698,city9,state1,country3
699,city15,state0,country2
700,city3,state2,country4
701,city5,state0,country3
702,city10,state7,country0
703,city1,state5,country2
704,city0,state7,country2
705,city1,state1,country2
706,city17,state5,country1
707,city9,state9,country1
708,city0,state6,country1
709,city16,state3,country2
710,city3,state7,country2
711,city16,state3,country2
712,city9,state2,country4
713,city11,state8,country1
714,city9,state7,country2
715,city14,state2,country0
716,city16,state8,country2
717,city6,state8,country3
718,city10,state2,country2
719,city17,state5,country1
720,city18,state0,country1
721,city15,state5,country1
722,city3,state2,country4
723,city15,state8,country4
724,city5,state2,country2
725,city18,state6,country1
726,city10,state9,country2
727,city0,state9,country0
728,city19,state7,country0
729,city1,state1,country0
730,city15,state5,country4
731,city1,state5,country1
732,city13,state0,country2
733,city13,state6,country1
734,city9,state7,country2
735,city1,state8,country3
736,city6,state7,country2
737,city0,state1,country3
738,city14,state4,country1
739,city1,state4,country2
740,city2,state9,country4
741,city9,state4,country0
742,city15,state2,country3
743,city9,state0,country1
744,city4,state8,country3
745,city18,state4,country3
746,city16,state4,country0
747,city13,state3,country1
748,city18,state7,country4
749,city16,state8,country3
750,city2,state2,country1
751,city0,state1,country3
752,city5,state0,country0
753,city4,state4,country3
754,city14,state7,country3
755,city19,state3,country3
756,city6,state1,country2
757,city9,state3,country3
758,city1,state8,country1
759,city8,state2,country1
760,city15,state2,country2
761,city10,state2,country2
762,city19,state4,country4
763,city19,state3,country2
764,city5,state1,country1
765,city15,state6,country4
766,city18,state8,country1
767,city11,state6,country2
768,city10,state4,country3
769,city19,state1,country4
770,city1,state0,country3
771,city14,state6,country3
772,city5,state6,country1
773,city19,state6,country1
774,city14,state0,country3
775,city1,state5,country2
776,city15,state3,country0
777,city11,state0,country0
778,city5,state7,country4
779,city14,state7,country0
780,city10,state7,country3
781,city18,state1,country1
782,city14,state2,country0
783,city14,state5,country4
784,city5,state8,country0
785,city12,state2,country3
786,city0,state8,country1
787,city7,state9,country0
788,city10,state2,country2
789,city4,state3,country3
790,city9,state7,country2
791,city14,state7,country2
792,city18,state4,country1
793,city11,state9,country0
794,city17,state8,country4
795,city6,state6,country1
796,city4,state2,country4
797,city9,state3,country4
798,city8,state8,country1
799,city9,state2,country2
800,city14,state1,country0
801,city2,state1,country1
802,city19,state0,country4
803,city14,state2,country2
804,city14,state8,country4
805,city4,state0,country3
806,city1,state3,country1
807,city19,state8,country1
808,city13,state6,country2
809,city16,state5,country0
810,city14,state7,country2
811,city11,state4,country4
812,city2,state3,country1
813,city6,state9,country1
814,city11,state3,country4
815,city19,state6,country1
816,city2,state7,country2
817,city9,state7,country1
818,city13,state9,country0
819,city19,state5,country2
820,city15,state6,country1
821,city14,state6,country3
822,city14,state4,country4
823,city5,state9,country3
824,city0,state8,country2
825,city14,state9,country3
826,city3,state5,country1
827,city15,state0,country2
828,city6,state8,country1
829,city3,state9,country0
830,city6,state1,country1
831,city1,state9,country3
832,city17,state2,country2
833,city9,state4,country1
834,city14,state1,country3
835,city12,state9,country1
836,city5,state3,country0
837,city2,state4,country4
838,city5,state4,country0
839,city10,state3,country1
840,city14,state3,country0
841,city18,state4,country4
842,city11,state2,country2
843,city6,state0,country1
844,city15,state8,country1
845,city14,state3,country1
846,city15,state4,country1
847,city10,state6,country0
848,city17,state9,country3
849,city11,state7,country3
850,city18,state0,country2
851,city3,state5,country3
852,city4,state0,country4
853,city8,state3,country3
854,city10,state4,country1
855,city7,state7,country1
856,city14,state4,country3
857,city9,state1,country1
858,city3,state8,country1
859,city12,state6,country1
860,city19,state4,country1
861,city3,state5,country3
862,city6,state0,country0
863,city8,state0,country4
864,city14,state3,country1
865,city16,state3,country1
866,city11,state0,country3
867,city13,state3,country3
868,city8,state2,country2
869,city8,state2,country1
870,city6,state3,country4
871,city4,state0,country0
872,city4,state4,country3
873,city2,state9,country0
874,city16,state2,country3
875,city12,state4,country3
876,city4,state9,country2
877,city19,state5,country2
878,city3,state5,country1
879,city16,state2,country3
880,city9,state7,country3
881,city19,state0,country2
882,city10,state1,country3
883,city0,state3,country2
884,city2,state0,country2
885,city6,state4,country0
886,city8,state9,country2
887,city9,state8,country1
888,city10,state3,country0
889,city2,state9,country4
890,city10,state5,country2
891,city9,state2,country4
892,city18,state2,country4
893,city4,state1,country1
894,city16,state0,country3
895,city14,state7,country1
896,city4,state9,country3
897,city6,state8,country1
898,city12,state7,country0
899,city4,state0,country4
900,city11,state3,country3
901,city18,state6,country3
902,city6,state2,country4
903,city12,state7,country3
904,city3,state4,country1
905,city5,state5,country4
906,city17,state3,country2
907,city15,state8,country2
908,city9,state4,country3
909,city17,state1,country0
910,city11,state2,country1
911,city17,state5,country2
912,city17,state6,country1
913,city16,state7,country4
914,city0,state3,country3
915,city19,state2,country1
916,city3,state6,country4
917,city9,state3,country0
918,city15,state4,country3
919,city18,state8,country3
920,city5,state0,country1
921,city3,state0,country1
922,city3,state5,country1
923,city11,state2,country4
924,city19,state1,country2
925,city13,state9,country3
926,city12,state3,country2
927,city9,state1,country1
928,city17,state7,country4
929,city9,state9,country0
930,city10,state5,country0
931,city1,state5,country4
932,city5,state5,country1
933,city10,state6,country1
934,city16,state4,country3
935,city18,state8,country2
936,city10,state3,country1
937,city1,state7,country2
938,city19,state8,country3
939,city7,state2,country0
940,city10,state3,country3
941,city11,state7,country1
942,city12,state9,country0
943,city2,state4,country2
944,city12,state6,country4
945,city15,state0,country0
946,city10,state1,country3
947,city10,state7,country2
948,city14,state1,country2
949,city18,state4,country0
950,city14,state4,country4
951,city2,state3,country0
952,city3,state8,country3
953,city19,state5,country1
954,city13,state4,country0
955,city14,state3,country0
956,city7,state0,country3
957,city4,state5,country3
958,city8,state7,country0
959,city0,state6,country3
960,city11,state8,country2
961,city6,state0,country2
962,city19,state2,country2
963,city18,state9,country4
964,city1,state8,country0
965,city2,state9,country0
966,city6,state0,country0
967,city10,state7,country3
968,city8,state5,country1
969,city3,state7,country0
970,city19,state3,country1
971,city6,state0,country3
972,city18,state9,country0
973,city12,state5,country1
974,city17,state2,country4
975,city16,state5,country3
976,city13,state1,country2
977,city4,state5,country1
978,city0,state4,country3
979,city15,state7,country2
980,city5,state8,country2
981,city19,state8,country0
982,city9,state1,country1
983,city5,state0,country2
984,city16,state1,country3
985,city0,state9,country3
986,city10,state7,country3
987,city13,state5,country4
988,city10,state3,country1
989,city6,state3,country3
990,city14,state0,country3
991,city12,state0,country4
992,city0,state1,country4
993,city9,state3,country2
994,city17,state7,country0
995,city17,state2,country4
996,city13,state3,country3
997,city19,state0,country4
998,city9,state3,country0
999,city4,state8,country3
1000,city12,state1,country0
1001,city8,state5,country4
1002,city8,state6,country1
1003,city1,state6,country3
1004,city4,state3,country2
1005,city6,state8,country1
1006,city10,state9,country3
1007,city19,state0,country1
1008,city16,state8,country4
1009,city18,state2,country2
1010,city12,state2,country2
1011,city8,state5,country2
1012,city13,state4,country3
1013,city1,state7,country0
1014,city18,state4,country0
1015,city9,state0,country1
1016,city0,state3,country4
1017,city17,state8,country1
1018,city8,state7,country0
1019,city6,state8,country3
1020,city14,state4,country1
1021,city19,state7,country2
1022,city8,state8,country1
1023,city12,state9,country4
1024,city10,state2,country4
1025,city5,state2,country4
1026,city6,state8,country0
1027,city18,state3,country4
1028,city5,state0,country1
1029,city4,state0,country0
1030,city16,state5,country3
1031,city0,state0,country0
1032,city18,state8,country1
1033,city6,state1,country1
1034,city5,state6,country3
1035,city1,state8,country3
1036,city0,state0,country2
1037,city6,state1,country1
1038,city10,state3,country2
1039,city3,state1,country2
1040,city19,state0,country3
1041,city0,state9,country3
1042,city17,state8,country4
1043,city5,state1,country4
1044,city6,state4,country0
1045,city19,state4,country2
1046,city18,state5,country2
1047,city8,state9,country1
1048,city15,state5,country1
1049,city13,state7,country2
1050,city3,state1,country1
1051,city5,state5,country0
1052,city11,state5,country4
1053,city12,state8,country2
1054,city10,state6,country4
1055,city18,state4,country3
1056,city14,state8,country1
1057,city8,state8,country4
1058,city16,state8,country2
1059,city14,state1,country1
1060,city17,state6,country0
1061,city18,state6,country4
1062,city13,state1,country2
1063,city13,state7,country4
1064,city8,state0,country1
1065,city15,state0,country1
1066,city9,state5,country3
1067,city3,state8,country2
1068,city14,state0,country4
1069,city6,state0,country4
1070,city4,state9,country4
1071,city14,state0,country3
1072,city6,state5,country3
1073,city7,state4,country1
1074,city7,state8,country4
1075,city8,state9,country1
1076,city3,state3,country1
1077,city16,state5,country3
1078,city5,state7,country2
1079,city4,state8,country3
1080,city4,state8,country0
1081,city7,state8,country1
1082,city18,state2,country2
1083,city5,state1,country2
1084,city19,state9,country2
1085,city3,state5,country3
1086,city9,state3,country1
1087,city1,state2,country3
1088,city18,state1,country3
1089,city17,state5,country0
1090,city18,state8,country4
1091,city3,state0,country2
1092,city14,state6,country2
1093,city0,state2,country0
1094,city14,state9,country0
1095,city18,state4,country4
1096,city15,state0,country3
1097,city7,state8,country2
1098,city0,state7,country1
1099,city18,state0,country4
1100,city5,state8,country4
1101,city14,state1,country0
1102,city1,state1,country4
1103,city2,state0,country1
1104,city2,state8,country1
1105,city17,state1,country2
1106,city3,state4,country4
1107,city14,state7,country0
1108,city7,state2,country2
1109,city10,state1,country4
1110,city12,state8,country4
1111,city19,state5,country2
1112,city8,state6,country3
1113,city18,state2,country0
1114,city8,state7,country4
1115,city2,state7,country1
1116,city6,state6,country1
1117,city9,state8,country1
1118,city13,state2,country1
1119,city1,state6,country2
1120,city2,state2,country4
1121,city9,state7,country2
1122,city16,state8,country2
1123,city15,state7,country4
1124,city15,state1,country0
1125,city13,state1,country4
1126,city3,state4,country3
1127,city16,state8,country3
1128,city14,state6,country4
1129,city9,state9,country3
1130,city1,state9,country4
1131,city18,state6,country3
1132,city11,state7,country0
1133,city18,state7,country3
1134,city3,state5,country3
1135,city15,state7,country4
1136,city10,state7,country3
1137,city16,state1,country0
1138,city5,state7,country0
1139,city1,state7,country2
1140,city15,state6,country1
1141,city12,state8,country2
1142,city0,state2,country1
1143,city4,state2,country3
1144,city12,state4,country4
1145,city2,state3,country1
1146,city16,state7,country4
1147,city0,state8,country3
1148,city2,state2,country3
1149,city11,state9,country0
1150,city16,state8,country2
1151,city3,state8,country4
1152,city10,state5,country2
1153,city6,state0,country1
1154,city4,state8,country3
1155,city11,state4,country2
1156,city3,state0,country4
1157,city5,state7,country1
1158,city5,state7,country2
1159,city19,state0,country3
1160,city3,state4,country3
1161,city14,state2,country2
1162,city13,state8,country0
1163,city15,state9,country2
1164,city7,state9,country4
1165,city19,state5,country0
1166,city0,state1,country0
1167,city6,state7,country0
1168,city11,state3,country1
1169,city16,state2,country0
1170,city5,state4,country1
1171,city15,state6,country3
1172,city16,state6,country2
1173,city10,state9,country2
1174,city12,state6,country2
1175,city9,state5,country4
1176,city3,state5,country3
1177,city4,state9,country2
1178,city0,state9,country2
1179,city0,state8,country0
1180,city15,state9,country2
1181,city0,state9,country1
1182,city6,state2,country4
1183,city8,state8,country4
1184,city4,state7,country4
1185,city18,state5,country0
1186,city2,state5,country0
1187,city14,state2,country4
1188,city10,state2,country2
1189,city1,state5,country4
1190,city9,state1,country2
1191,city11,state3,country3
1192,city13,state9,country3
1193,city3,state4,country3
1194,city3,state3,country4
1195,city16,state6,country4
1196,city16,state0,country2
1197,city8,state8,country1
1198,city13,state2,country0
1199,city16,state8,country0
1200,city3,state9,country1
1201,city16,state4,country1
1202,city6,state9,country4
1203,city8,state5,country4
1204,city1,state9,country0
1205,city10,state8,country0
1206,city13,state9,country0
1207,city4,state6,country2
1208,city5,state3,country0
1209,city12,state7,country4
1210,city10,state1,country2
1211,city1,state9,country0
1212,city13,state3,country4
1213,city17,state3,country3
1214,city5,state4,country0
1215,city9,state0,country1
1216,city8,state6,country4
1217,city9,state8,country4
1218,city0,state1,country4
1219,city13,state7,country2
1220,city12,state9,country4
1221,city15,state3,country0
1222,city1,state1,country2
1223,city19,state6,country2
1224,city19,state0,country2
1225,city6,state8,country0
1226,city9,state4,country0
1227,city5,state7,country4
1228,city14,state7,country0
1229,city5,state9,country1
1230,city4,state2,country0
1231,city7,state7,country2
1232,city1,state5,country1
1233,city4,state6,country1
1234,city14,state7,country0
1235,city0,state4,country4
1236,city2,state0,country4
1237,city10,state4,country4
1238,city8,state2,country0
1239,city0,state1,country4
1240,city9,state3,country3
1241,city12,state6,country4
1242,city1,state9,country0
1243,city4,state5,country2
1244,city8,state5,country1
1245,city2,state3,country3
1246,city0,state4,country4
